title,show_id,type,release_year,primary_country,genres_str,rating,date_added,date_added_year,date_added_month,director_primary,cast_primary,metadata
The Legend of Cocaine Island,s3968,Movie,2019,United States,Documentaries,TV-MA,2019-03-29,2019,3,Theo Love,,The Legend of Cocaine Island | An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary. | Documentaries | Theo Love | United States
The Terminal,s3969,Tv Show,2018,Unknown,International TV Shows|TV Dramas,TV-14,2019-03-29,2019,3,,Mohammad Mansour,"The Terminal | Social pressure, a complicated past and a clash of values beset the life of a businessman and his family. | International TV Shows|TV Dramas | Mohammad Mansour | Unknown"
Traitors,s3970,Tv Show,2019,United Kingdom,British TV Shows|International TV Shows|TV Dramas,TV-MA,2019-03-29,2019,3,,Emma Appleton,"Traitors | As World War II ends, a young English woman agrees to help an enigmatic American agent root out Russian infiltration of the British government. | British TV Shows|International TV Shows|TV Dramas | Emma Appleton | United Kingdom"
Versailles,s3971,Tv Show,2018,France,International TV Shows|TV Dramas,TV-MA,2019-03-29,2019,3,,George Blagden,Versailles | King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics ��� and a gilded prison for nobility. | International TV Shows|TV Dramas | George Blagden | France
Ainori Love Wagon: Asian Journey,s3972,Tv Show,2018,Japan,International TV Shows|Reality TV|Romantic TV Shows,TV-MA,2019-03-28,2019,3,,Becky,"Ainori Love Wagon: Asian Journey | Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple. | International TV Shows|Reality TV|Romantic TV Shows | Becky | Japan"
Danur: I Can See Ghosts,s3973,Movie,2017,Indonesia,Horror Movies|International Movies,TV-MA,2019-03-27,2019,3,Awi Suryadi,Prilly Latuconsina,"Danur: I Can See Ghosts | Adapted from a best-selling novel, this horror film shows Risa befriending ghosts until an evil spirit tries to take her sister to the other side. | Horror Movies|International Movies | Awi Suryadi | Prilly Latuconsina | Indonesia"
Verses of Love,s3974,Movie,2008,Indonesia,Dramas|International Movies|Romantic Movies,TV-PG,2019-03-27,2019,3,Hanung Bramantyo,Fedi Nuril,"Verses of Love | Polygamy, piety and personal principles collide for a charming and congenial young university student struggling in a four-way love triangle. | Dramas|International Movies|Romantic Movies | Hanung Bramantyo | Fedi Nuril | Indonesia"
Nate Bargatze: The Tennessee Kid,s3975,Movie,2019,United States,Stand-Up Comedy,TV-PG,2019-03-26,2019,3,Ryan Polito,Nate Bargatze,"Nate Bargatze: The Tennessee Kid | Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special. | Stand-Up Comedy | Ryan Polito | Nate Bargatze | United States"
Sei,s3976,Movie,2018,India,Action & Adventure|Comedies|Dramas,TV-14,2019-03-25,2019,3,Raj Babu,Nakhul,"Sei | An aspiring yet aimless actor takes over his ailing father's job as an ambulance driver, unwittingly getting involved in an organ-trafficking network. | Action & Adventure|Comedies|Dramas | Raj Babu | Nakhul | India"
The Eagle of El-Se'eed,s3977,Tv Show,2018,Unknown,Crime TV Shows|International TV Shows|TV Action & Adventure,TV-14,2019-03-25,2019,3,,Mohamed Ramadan,"The Eagle of El-Se'eed | A police officer and a drug lord become embroiled in a cycle of revenge, each man bent on taking the other down. | Crime TV Shows|International TV Shows|TV Action & Adventure | Mohamed Ramadan | Unknown"
Superlopez,s3978,Movie,2018,Spain,Action & Adventure|Comedies|International Movies,TV-MA,2019-03-24,2019,3,Javier Ruiz Caldera,Dani Rovira,"Superlopez | In this adaptation of the comic strip, Juan L��pez must balance an office job with heroic feats to save the love of his life and native planet Chit��n. | Action & Adventure|Comedies|International Movies | Javier Ruiz Caldera | Dani Rovira | Spain"
Oversize Cops,s3979,Movie,2017,Thailand,Action & Adventure|Comedies|International Movies,TV-MA,2019-03-23,2019,3,Chanon Yingyong,Sarun Cinsuvapala,"Oversize Cops | While investigating a bank robbery, a squad of overweight police officers undergoes rigorous training to shed pounds. | Action & Adventure|Comedies|International Movies | Chanon Yingyong | Sarun Cinsuvapala | Thailand"
Charlie's Colorforms City,s3980,Tv Show,2019,United States,Kids' TV,TV-Y,2019-03-22,2019,3,,Jacob Soley,"Charlie's Colorforms City | Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West ��� and right at home. | Kids' TV | Jacob Soley | United States"
Crime Diaries: The Candidate,s3981,Tv Show,2019,Mexico,Crime TV Shows|International TV Shows|Spanish-Language TV Shows,TV-MA,2019-03-22,2019,3,,Jorge A. Jim��nez,"Crime Diaries: The Candidate | In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it. Based on true events. | Crime TV Shows|International TV Shows|Spanish-Language TV Shows | Jorge A. Jim��nez | Mexico"
Delhi Crime,s3982,Tv Show,2019,India,Crime TV Shows|International TV Shows|TV Dramas,TV-MA,2019-03-22,2019,3,,Shefali Shah,"Delhi Crime | As Delhi reels in the aftermath of a gang rape, DCP Vartika Chaturvedi leads a painstaking search for the culprits. Based on the 2012 Nirbhaya case. | Crime TV Shows|International TV Shows|TV Dramas | Shefali Shah | India"
Mirage,s3983,Movie,2018,Spain,Dramas|International Movies|Sci-Fi & Fantasy,TV-MA,2019-03-22,2019,3,Oriol Paulo,Adriana Ugarte,"Mirage | A space-time continuum glitch allows Vera to save a boy's life 25 years earlier, but results in the loss of her daughter, whom she fights to get back. | Dramas|International Movies|Sci-Fi & Fantasy | Oriol Paulo | Adriana Ugarte | Spain"
ReMastered: The Miami Showband Massacre,s3984,Movie,2019,United States,Documentaries|Music & Musicals,TV-MA,2019-03-22,2019,3,Stuart Sender,,ReMastered: The Miami Showband Massacre | The killing of three members of the Miami Showband sent shock waves across Ireland in 1975. Now one survivor doggedly pursues the truth. | Documentaries|Music & Musicals | Stuart Sender | United States
The 10 Sins,s3985,Tv Show,2018,Unknown,International TV Shows|TV Dramas,TV-14,2019-03-22,2019,3,,Abdul Mohsen Alnimer,"The 10 Sins | In this social drama of sin and remorse, a man reels at the discovery that his wife has been unfaithful, and gives her an ultimatum. | International TV Shows|TV Dramas | Abdul Mohsen Alnimer | Unknown"
The Dirt,s3986,Movie,2019,United States,Comedies|Dramas|Music & Musicals,TV-MA,2019-03-22,2019,3,Jeff Tremaine,Douglas Booth,"The Dirt | In this unflinching biopic based on M��tley Cr��e's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom. | Comedies|Dramas|Music & Musicals | Jeff Tremaine | Douglas Booth | United States"
The OA,s3987,Tv Show,2019,United States,TV Dramas|TV Mysteries|TV Sci-Fi & Fantasy,TV-MA,2019-03-22,2019,3,,Brit Marling,"The OA | Seven years after vanishing from her home, a young woman returns with mysterious new abilities and recruits five strangers for a secret mission. | TV Dramas|TV Mysteries|TV Sci-Fi & Fantasy | Brit Marling | United States"
Antoine Griezmann: The Making of a Legend,s3988,Movie,2019,Unknown,Documentaries|International Movies|Sports Movies,TV-PG,2019-03-21,2019,3,,,"Antoine Griezmann: The Making of a Legend | With heart and determination, Antoine Griezmann overcame his small stature to become one of the world���s top soccer players and a World Cup champion. | Documentaries|International Movies|Sports Movies | Unknown"
Bo on the Go!,s3989,Tv Show,2007,Canada,Kids' TV,TV-Y,2019-03-21,2019,3,,Catherine O'Connor,"Bo on the Go! | Staying at home doesn't mean sitting still for energetic Bo and her little dragon friend Dezzy, who embark on amazing adventures through movement. | Kids' TV | Catherine O'Connor | Canada"
Stay Tuned!,s3990,Tv Show,2019,Japan,International TV Shows|TV Comedies|TV Dramas,TV-14,2019-03-21,2019,3,,Kyoko Yoshine,"Stay Tuned! | She's the most unlikely candidate to ever stumble into the role of a reporter, and she���s keeping everyone on their toes with her eccentric ways. | International TV Shows|TV Comedies|TV Dramas | Kyoko Yoshine | Japan"
The Amazing Praybeyt Benjamin,s3991,Movie,2014,Philippines,Action & Adventure|Comedies|International Movies,TV-14,2019-03-21,2019,3,Wenn V. Deramas,Vice Ganda,"The Amazing Praybeyt Benjamin | Now a celebrity, Benjie is tasked with taking care of a General's young son, who has information about a looming terrorist threat. | Action & Adventure|Comedies|International Movies | Wenn V. Deramas | Vice Ganda | Philippines"
The Super Parental Guardians,s3992,Movie,2016,Philippines,Action & Adventure|Comedies|International Movies,TV-14,2019-03-21,2019,3,Joyce Bernal,Vice Ganda,"The Super Parental Guardians | Following his best friend's death, Arci takes charge of her two boisterous children with some help from their gang-affiliated uncle. | Action & Adventure|Comedies|International Movies | Joyce Bernal | Vice Ganda | Philippines"
The Third Party,s3993,Movie,2016,Philippines,Comedies|Dramas|International Movies,TV-MA,2019-03-21,2019,3,Jason Paul Laxamana,Sam Milby,"The Third Party | When aspiring fashion designer Andi reconnects with her ex-boyfriend Max, she's surprised to learn that he's in a relationship with a man. | Comedies|Dramas|International Movies | Jason Paul Laxamana | Sam Milby | Philippines"
The Unmarried Wife,s3994,Movie,2016,Philippines,Dramas|International Movies|Romantic Movies,TV-MA,2019-03-21,2019,3,Maryo J. De los Reyes,Angelica Panganiban,"The Unmarried Wife | Tired of her husband's cheating, Anne begins a passionate new relationship ��� while still wondering if she should give her marriage another chance. | Dramas|International Movies|Romantic Movies | Maryo J. De los Reyes | Angelica Panganiban | Philippines"
Vince and Kath and James,s3995,Movie,2016,Philippines,International Movies|Romantic Movies,TV-PG,2019-03-21,2019,3,Theodore Boborol,Julia Barretto,"Vince and Kath and James | Love can be complicated, especially when Vince agrees to secretly woo Kath via text on behalf of James ��� while falling for her, too. | International Movies|Romantic Movies | Theodore Boborol | Julia Barretto | Philippines"
Alexis Viera: A Story of Surviving,s3996,Movie,2019,Uruguay,Documentaries|International Movies|Sports Movies,TV-MA,2019-03-20,2019,3,Luis Ara,Alexis Viera,"Alexis Viera: A Story of Surviving | After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose. | Documentaries|International Movies|Sports Movies | Luis Ara | Alexis Viera | Uruguay"
2009-02-01 00:00:00,s3997,Tv Show,2018,Unknown,International TV Shows|TV Dramas,TV-14,2019-03-20,2019,3,,Shahd El Yaseen,"2009-02-01 00:00:00 | As a psychology professor faces Alzheimer's, his daughter and her three close female friends experience romance, marriage, heartbreak and tragedy. | International TV Shows|TV Dramas | Shahd El Yaseen | Unknown"
Imago,s3998,Movie,2018,India,Dramas|Independent Movies|International Movies,TV-PG,2019-03-20,2019,3,Karan Shivajirao Chavan,Aishwarya Ghaydar,"Imago | A teen with vitiligo struggles with self-doubt and anxiety until a new schoolteacher sees her through a different lens, and urges her to do the same. | Dramas|Independent Movies|International Movies | Karan Shivajirao Chavan | Aishwarya Ghaydar | India"
My Husband Won't Fit,s3999,Tv Show,2019,Japan,International TV Shows|Romantic TV Shows|TV Dramas,TV-MA,2019-03-20,2019,3,,Natsumi Ishibashi,"My Husband Won't Fit | Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship. | International TV Shows|Romantic TV Shows|TV Dramas | Natsumi Ishibashi | Japan"
Amy Schumer Growing,s4000,Movie,2019,United States,Stand-Up Comedy,TV-MA,2019-03-19,2019,3,Amy Schumer,Amy Schumer,"Amy Schumer Growing | Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere. | Stand-Up Comedy | Amy Schumer | Amy Schumer | United States"
5 Flights Up,s4001,Movie,2014,United States,Comedies|Dramas|Independent Movies,PG-13,2019-03-17,2019,3,Richard Loncraine,Josh Pais,"5 Flights Up | A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one. | Comedies|Dramas|Independent Movies | Richard Loncraine | Josh Pais | United States"
Green Door,s4002,Tv Show,2019,Taiwan,International TV Shows|Romantic TV Shows|TV Comedies,TV-MA,2019-03-17,2019,3,,Jam Hsiao,"Green Door | A troubled psychologist returns from the U.S. and sets up a clinic in Taiwan, where mysterious patients and uncanny events shed light on his murky past. | International TV Shows|Romantic TV Shows|TV Comedies | Jam Hsiao | Taiwan"
Bombairiya,s4003,Movie,2018,United Arab Emirates,Comedies|Dramas|International Movies,TV-MA,2019-03-15,2019,3,Pia Sukanya,Radhika Apte,"Bombairiya | A PR agent trying to find her stolen phone, a politician in trouble, and a fading celebrity find their lives intertwining in unexpected, messy ways. | Comedies|Dramas|International Movies | Pia Sukanya | Radhika Apte | United Arab Emirates"
Burn Out,s4004,Movie,2017,France,Action & Adventure|International Movies,TV-MA,2019-03-15,2019,3,Yann Gozlan,Olivier Rabourdin,"Burn Out | When his son's mom runs afoul of Paris's criminal underworld, a thrill-seeking superbike racer begins moonlighting as a drug courier to clear her debt. | Action & Adventure|International Movies | Yann Gozlan | Olivier Rabourdin | France"
Edoardo Ferrario: Temi Caldi,s4005,Movie,2019,Italy,Stand-Up Comedy,TV-MA,2019-03-15,2019,3,Francesco Imperato,Edoardo Ferrario,"Edoardo Ferrario: Temi Caldi | Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer. | Stand-Up Comedy | Francesco Imperato | Edoardo Ferrario | Italy"
Girl,s4006,Movie,2018,Netherlands,Dramas|International Movies|LGBTQ Movies,R,2019-03-15,2019,3,Lukas Dhont,Victor Polster,Girl | Fifteen-year-old ballet dancer Lara faces physical and emotional hurdles as she prepares for gender confirmation surgery. Inspired by a true story. | Dramas|International Movies|LGBTQ Movies | Lukas Dhont | Victor Polster | Netherlands
If I Hadn't Met You,s4007,Tv Show,2018,Spain,International TV Shows|Romantic TV Shows|TV Dramas,TV-MA,2019-03-15,2019,3,,Pablo Derqui,"If I Hadn't Met You | Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife. | International TV Shows|Romantic TV Shows|TV Dramas | Pablo Derqui | Spain"
Jeff Dunham: Arguing with Myself,s4008,Movie,2006,United States,Stand-Up Comedy,TV-MA,2019-03-15,2019,3,Manny Rodriguez,Jeff Dunham,"Jeff Dunham: Arguing with Myself | Playing straight man to partners half his size, ventriloquist Jeff Dunham ��� one of America's funniest comics ��� slays audiences across the country. | Stand-Up Comedy | Manny Rodriguez | Jeff Dunham | United States"
Jeff Dunham: Controlled Chaos,s4009,Movie,2011,United States,Stand-Up Comedy,TV-MA,2019-03-15,2019,3,Michael Simon,Jeff Dunham,"Jeff Dunham: Controlled Chaos | Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut. | Stand-Up Comedy | Michael Simon | Jeff Dunham | United States"
Jeff Dunham: Minding the Monsters,s4010,Movie,2012,United States,Stand-Up Comedy,TV-MA,2019-03-15,2019,3,Manny Rodriguez,Jeff Dunham,"Jeff Dunham: Minding the Monsters | Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer. | Stand-Up Comedy | Manny Rodriguez | Jeff Dunham | United States"
Jeff Dunham's Very Special Christmas Special,s4011,Movie,2008,United States,Stand-Up Comedy,TV-MA,2019-03-15,2019,3,Michael Simon,Jeff Dunham,"Jeff Dunham's Very Special Christmas Special | Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special. | Stand-Up Comedy | Michael Simon | Jeff Dunham | United States"
Late Life: The Chien-Ming Wang Story,s4012,Movie,2018,United States,Documentaries|Sports Movies,TV-14,2019-03-15,2019,3,Frank W Chen,Chien-Ming Wang,Late Life: The Chien-Ming Wang Story | Injuries sidelined the bright career of New York Yankees pitcher Chien-Ming Wang. This documentary captures his relentless battle back to the majors. | Documentaries|Sports Movies | Frank W Chen | Chien-Ming Wang | United States
My Pride,s4013,Tv Show,2018,Unknown,International TV Shows|TV Dramas,TV-14,2019-03-15,2019,3,,Khaled Amin,"My Pride | After their mother's death, Amal and her brothers struggle to live with their authoritarian father, whose cruelty and neglect break the family apart. | International TV Shows|TV Dramas | Khaled Amin | Unknown"
Paskal,s4014,Movie,2018,Malaysia,Action & Adventure|Dramas|International Movies,TV-14,2019-03-15,2019,3,Adrian Teh,Hairul Azreen,Paskal | Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events. | Action & Adventure|Dramas|International Movies | Adrian Teh | Hairul Azreen | Malaysia
Robozuna,s4015,Tv Show,2018,United Kingdom,British TV Shows|Kids' TV,TV-Y7,2019-03-15,2019,3,,Taylor Clarke-Hill,Robozuna | A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire. | British TV Shows|Kids' TV | Taylor Clarke-Hill | United Kingdom
The Disappearance of Madeleine McCann,s4016,Tv Show,2019,Unknown,Crime TV Shows|Docuseries,TV-14,2019-03-15,2019,3,,,"The Disappearance of Madeleine McCann | The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family. | Crime TV Shows|Docuseries | Unknown"
Turn Up Charlie,s4017,Tv Show,2019,United Kingdom,British TV Shows|International TV Shows|TV Comedies,TV-MA,2019-03-15,2019,3,,Idris Elba,Turn Up Charlie | A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter. | British TV Shows|International TV Shows|TV Comedies | Idris Elba | United Kingdom
A Love Story,s4018,Movie,2007,Philippines,Dramas|International Movies|Romantic Movies,TV-14,2019-03-14,2019,3,Maryo J. De los Reyes,Maricel Soriano,"A Love Story | Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn. | Dramas|International Movies|Romantic Movies | Maryo J. De los Reyes | Maricel Soriano | Philippines"
Barcelona: A Love Untold,s4019,Movie,2016,Philippines,Dramas|International Movies|Romantic Movies,TV-14,2019-03-14,2019,3,Olivia M. Lamasan,Kathryn Bernardo,"Barcelona: A Love Untold | While pursuing a degree in Spain, an architecture student struggling with grief meets a fellow expatriate trying to flee a difficult family life. | Dramas|International Movies|Romantic Movies | Olivia M. Lamasan | Kathryn Bernardo | Philippines"
Everything About Her,s4020,Movie,2016,Philippines,Comedies|Dramas|International Movies,TV-MA,2019-03-14,2019,3,Joyce Bernal,Angel Locsin,Everything About Her | A hard-driving real estate tycoon who becomes ill with cancer hires a medical caretaker who helps her begin to mend fences with her estranged son. | Comedies|Dramas|International Movies | Joyce Bernal | Angel Locsin | Philippines
Finally Found Someone,s4021,Movie,2017,Philippines,International Movies|Romantic Movies,TV-14,2019-03-14,2019,3,Theodore Boborol,John Lloyd Cruz,"Finally Found Someone | After a woman is very publicly left at the altar, the PR expert hired to fix the situation winds up falling in love with her. | International Movies|Romantic Movies | Theodore Boborol | John Lloyd Cruz | Philippines"
Seven Sundays,s4022,Movie,2017,Philippines,Comedies|Dramas|International Movies,TV-MA,2019-03-14,2019,3,Cathy Garcia-Molina,Ronaldo Valdez,"Seven Sundays | A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late. | Comedies|Dramas|International Movies | Cathy Garcia-Molina | Ronaldo Valdez | Philippines"
More to Say,s4023,Tv Show,2018,Egypt,International TV Shows|TV Dramas|TV Mysteries,TV-14,2019-03-13,2019,3,,Yousra,"More to Say | After her son dies in an accident, a legal consultant is forced to prove her innocence when she's accused of his murder. | International TV Shows|TV Dramas|TV Mysteries | Yousra | Egypt"
The Land of Hypocrisy,s4024,Tv Show,2018,Egypt,International TV Shows|TV Comedies|TV Sci-Fi & Fantasy,TV-14,2019-03-13,2019,3,,Mohamed Henedy,The Land of Hypocrisy | A hardworking man in a thankless job meets a mysterious doctor who sells him powerful pills that throw his life into disarray. | International TV Shows|TV Comedies|TV Sci-Fi & Fantasy | Mohamed Henedy | Egypt
Triple Frontier,s4025,Movie,2019,United States,Action & Adventure,R,2019-03-13,2019,3,J.C. Chandor,Ben Affleck,"Triple Frontier | Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences. | Action & Adventure | J.C. Chandor | Ben Affleck | United States"
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,s4026,Movie,2019,Unknown,Stand-Up Comedy,TV-MA,2019-03-12,2019,3,Brian Klein,Jimmy Carr,Jimmy Carr: The Best of Ultimate Gold Greatest Hits | Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart. | Stand-Up Comedy | Brian Klein | Jimmy Carr | Unknown
Eugenie Nights,s4027,Tv Show,2018,Egypt,International TV Shows|Romantic TV Shows|TV Dramas,TV-14,2019-03-11,2019,3,,Ameena Khalil,"Eugenie Nights | In 1940s Port Said, Kariman finds comfort and solace in the arms of an unhappily married man, who also happens to be her abusive husband's brother. | International TV Shows|Romantic TV Shows|TV Dramas | Ameena Khalil | Egypt"
This Evening,s4028,Tv Show,2017,Egypt,International TV Shows|TV Dramas,TV-14,2019-03-11,2019,3,,Eyad Nassar,This Evening | The lives of a wealthy couple hiding their marital problems intersect with a group of hackers and the young women they exploit. | International TV Shows|TV Dramas | Eyad Nassar | Egypt
Into the Badlands,s4029,Tv Show,2018,United States,TV Action & Adventure,TV-MA,2019-03-10,2019,3,,Daniel Wu,"Into the Badlands | Dreaming of escaping to a distant city, a ferocious warrior and a mysterious boy tangle with territorial warlords and their highly trained killers. | TV Action & Adventure | Daniel Wu | United States"
Bangkok Love Stories: Hey You!,s4030,Tv Show,2018,Unknown,International TV Shows|Romantic TV Shows|TV Dramas,TV-14,2019-03-08,2019,3,,Wanida Termthanaporn,Bangkok Love Stories: Hey You! | A loving couple become rivals when Belle opens a fusion bistro next to her ex-boyfriend Kram���s traditional restaurant in Bangkok���s chic Ari district. | International TV Shows|Romantic TV Shows|TV Dramas | Wanida Termthanaporn | Unknown
Disappearance,s4031,Tv Show,2018,Egypt,International TV Shows|TV Dramas|TV Mysteries,TV-MA,2019-03-08,2019,3,,Nelly Karim,"Disappearance | A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates. | International TV Shows|TV Dramas|TV Mysteries | Nelly Karim | Egypt"
Hajwala 2: Mysterious Mission,s4032,Movie,2018,United Arab Emirates,Action & Adventure|Comedies|International Movies,TV-14,2019-03-08,2019,3,Ibrahim Bin Mohamed,Hussain Al Hosani,"Hajwala 2: Mysterious Mission | In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang. | Action & Adventure|Comedies|International Movies | Ibrahim Bin Mohamed | Hussain Al Hosani | United Arab Emirates"
Immortals,s4033,Tv Show,2018,Turkey,International TV Shows|TV Dramas|TV Horror,TV-MA,2019-03-08,2019,3,,Kerem B��rsin,"Immortals | Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality. | International TV Shows|TV Dramas|TV Horror | Kerem B��rsin | Turkey"
Juanita,s4034,Movie,2019,United States,Dramas|Independent Movies|Romantic Movies,TV-MA,2019-03-08,2019,3,Clark Johnson,Alfre Woodard,"Juanita | Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana. | Dramas|Independent Movies|Romantic Movies | Clark Johnson | Alfre Woodard | United States"
Lady J,s4035,Movie,2019,France,Dramas|Independent Movies|International Movies,TV-MA,2019-03-08,2019,3,Emmanuel Mouret,C��cile De France,"Lady J | When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge ��� with help from a younger woman. | Dramas|Independent Movies|International Movies | Emmanuel Mouret | C��cile De France | France"
The Confrontation,s4036,Tv Show,2018,Unknown,International TV Shows|TV Dramas,TV-PG,2019-03-08,2019,3,,Hussein Almansour,"The Confrontation | A woman struggling with sleep paralysis begins a complicated relationship with the director of a media company, whose colleagues conspire against him. | International TV Shows|TV Dramas | Hussein Almansour | Unknown"
Walk. Ride. Rodeo.,s4037,Movie,2019,United States,Children & Family Movies|Dramas,TV-PG,2019-03-08,2019,3,Conor Allyn,Spencer Locke,"Walk. Ride. Rodeo. | In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story. | Children & Family Movies|Dramas | Conor Allyn | Spencer Locke | United States"
Nappily Ever After,s4038,Movie,2018,United States,Comedies|Dramas|Romantic Movies,TV-MA,2019-03-07,2019,3,Haifaa Al-Mansour,Sanaa Lathan,"Nappily Ever After | When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover. | Comedies|Dramas|Romantic Movies | Haifaa Al-Mansour | Sanaa Lathan | United States"
Sisterakas,s4039,Movie,2012,Philippines,Comedies|International Movies,TV-14,2019-03-07,2019,3,Wenn V. Deramas,Ai-Ai de las Alas,"Sisterakas | Two half siblings separated by family conflict cross paths as adults at a fashion agency ��� but one of them has a vendetta, unbeknownst to the other. | Comedies|International Movies | Wenn V. Deramas | Ai-Ai de las Alas | Philippines"
Starting Over Again,s4040,Movie,2014,Philippines,Dramas|International Movies|Romantic Movies,TV-14,2019-03-07,2019,3,Olivia M. Lamasan,Piolo Pascual,"Starting Over Again | An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance? | Dramas|International Movies|Romantic Movies | Olivia M. Lamasan | Piolo Pascual | Philippines"
That Thing Called Tadhana,s4041,Movie,2015,Philippines,Dramas|International Movies|Romantic Movies,TV-MA,2019-03-07,2019,3,Antoinette Jadaone,Angelica Panganiban,"That Thing Called Tadhana | A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony. | Dramas|International Movies|Romantic Movies | Antoinette Jadaone | Angelica Panganiban | Philippines"
The Love Affair,s4042,Movie,2015,Philippines,Dramas|International Movies|Romantic Movies,TV-MA,2019-03-07,2019,3,Nuel Naval,Richard Gomez,"The Love Affair | Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other. | Dramas|International Movies|Romantic Movies | Nuel Naval | Richard Gomez | Philippines"
American Crime Story: The People v. O.J. Simpson,s4043,Tv Show,2016,United States,Crime TV Shows|TV Dramas,TV-MA,2019-03-06,2019,3,,Cuba Gooding Jr.,"American Crime Story: The People v. O.J. Simpson | This anthology series dramatizes historic criminal cases in the U.S., including the O.J. Simpson trial and Andrew Cunanan's 1997 murder spree. | Crime TV Shows|TV Dramas | Cuba Gooding Jr. | United States"
Secret City,s4044,Tv Show,2016,Australia,International TV Shows|TV Dramas|TV Mysteries,TV-MA,2019-03-06,2019,3,,Anna Torv,Secret City | A student's protest leads to a government scandal that has personal and professional repercussions for one of Australia's toughest journalists. | International TV Shows|TV Dramas|TV Mysteries | Anna Torv | Australia
A Korean Odyssey,s4045,Tv Show,2017,South Korea,International TV Shows|Korean TV Shows|Romantic TV Shows,TV-MA,2019-03-05,2019,3,,Lee Seung-gi,A Korean Odyssey | A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings. | International TV Shows|Korean TV Shows|Romantic TV Shows | Lee Seung-gi | South Korea
The Hard Way,s4046,Movie,2019,United States,Action & Adventure,TV-MA,2019-03-05,2019,3,Keoni Waxman,Michael Jai White,"The Hard Way | After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge. | Action & Adventure | Keoni Waxman | Michael Jai White | United States"
Everyday I Love You,s4047,Movie,2015,Philippines,Dramas|International Movies|Romantic Movies,TV-14,2019-03-04,2019,3,Mae Czarina Cruz,Enrique Gil,"Everyday I Love You | While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan. | Dramas|International Movies|Romantic Movies | Mae Czarina Cruz | Enrique Gil | Philippines"
